C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_033.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_033.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_033.jpg, 0, 0, 0, 5.045974E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_140.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_140.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_140.jpg, 0, 0, 0, 5.198707E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_243.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_243.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_243.jpg, 0, 0, 0, 4.929399E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_352.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_352.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_352.jpg, 0, 0, 0, 5.086386E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_458.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_458.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_458.jpg, 0, 0, 0, 5.027652E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_559.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_559.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_559.jpg, 0, 0, 0, 4.900283E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_663.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_663.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_663.jpg, 0, 0, 0, 5.036078E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_765.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_765.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_765.jpg, 0, 0, 0, 4.978671E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_874.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_874.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_874.jpg, 0, 0, 0, 4.914892E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_56_978.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_56_978.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_56_978.jpg, 0, 0, 0, 4.941696E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_57_086.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_57_086.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_57_086.jpg, 0, 0, 0, 4.968469E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_57_195.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_57_195.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_57_195.jpg, 0, 0, 0, 5.320647E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_57_302.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_57_302.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_57_302.jpg, 0, 0, 0, 4.915102E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_57_412.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_57_412.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_57_412.jpg, 0, 0, 0, 4.930704E-05
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_57_521.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_57_521.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_57_521.jpg, 0, 0.2939846, 0, 0.2893452
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_57_631.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_57_631.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_57_631.jpg, 0, 0.6571313, 0, 1.058331
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_57_738.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_57_738.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_57_738.jpg, 0, 0.9450672, 0, 2.120673
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_57_837.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_57_837.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_57_837.jpg, -0.2690498, 1, 0, 3.260407
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_57_943.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_57_943.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_57_943.jpg, -0.583949, 1, 0, 4.393896
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_58_047.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_58_047.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_58_047.jpg, -0.3048688, 1, 0, 5.790247
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_58_156.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_58_156.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_58_156.jpg, 0, 1, 0, 6.927595
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_58_261.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_58_261.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_58_261.jpg, 0, 1, 0, 8.061795
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_58_372.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_58_372.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_58_372.jpg, 0, 1, 0, 9.409657
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_58_477.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_58_477.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_58_477.jpg, 0, 1, 0, 10.52082
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_58_578.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_58_578.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_58_578.jpg, 0, 1, 0, 11.71939
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_58_688.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_58_688.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_58_688.jpg, -0.3273894, 1, 0, 13.006
C:\code\python\driving_sim_data\IMG\center_2019_03_02_17_13_58_794.jpg, C:\code\python\driving_sim_data\IMG\left_2019_03_02_17_13_58_794.jpg, C:\code\python\driving_sim_data\IMG\right_2019_03_02_17_13_58_794.jpg, -0.513128, 1, 0, 13.79103
